original,article,anchor,link,context
статья 197,197,z197h,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z197h"">статья 197</a>","2. Установить, что заголовки статей 173 и 197 оглавления, подпункты 9), 13) и 14) статьи 88"
подпункт 2) пункта 6 статьи 196,196,z196,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z196"">подпункт 2)</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z196"">пункта 6</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z196"">статьи 196</a>","2. Установить, что заголовки статей 173 и 197 оглавления, подпункты 9), 13) и 14) статьи 88"
пункт 3) статьи 195,195,z195,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z195"">пункт 3) статьи 195</a>","2. Установить, что заголовки статей 173 и 197 оглавления, подпункты 9), 13) и 14) статьи 88"
статья 173,173,z173,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z173"">статья 173</a>","2. Установить, что заголовки статей 173 и 197 оглавления, подпункты 9), 13) и 14) статьи 88"
пункт 68) статьи 138,138,z138,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z138"">пункт 68) статьи 138</a>","2. Установить, что заголовки статей 173 и 197 оглавления, подпункты 9), 13) и 14) статьи 88"
подпункт 4) пункта 3 статьи 116,116,z116,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z116_3_4"">подпункт 4)</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z116"">пункта 3</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z116"">статьи 116</a>","2. Установить, что заголовки статей 173 и 197 оглавления, подпункты 9), 13) и 14) статьи 88"
статьи 88,88,z88,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z88"">статьи 88</a>","2. Установить, что заголовки статей 173 и 197 оглавления, подпункты 9), 13) и 14) статьи 88"
статей 173 и 197,173,z173,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z173"">статей 173</a> и <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z197h"">197</a>","2. Установить, что заголовки статей 173 и 197 оглавления, подпункты 9), 13) и 14) статьи 88"
статьи 119,119,z119h,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z119h"">статьи 119</a>","3. Установить, что заголовок статьи 119 оглавления настоящего Кодекса до 1 января 2017 года"
пункта 1 статьи 36,36,z36,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z36"">пункта 1 статьи 36</a>",4. Приостановить до 1 марта 2016 года действие абзаца первого пункта 1 статьи 36 настоящего
подпунктов 7) и 16) статьи 88,88,z88,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z88"">подпунктов 7) и 16) статьи 88</a>",5. Приостановить до 1 января 2017 года действие подпунктов 7) и 16) статьи 88 настоящего Ко
подпункта 2) пункта 2 статьи 110,110,z110,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z110_2_2"">подпункта 2)</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z110"">пункта 2</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z110"">статьи 110</a>",6. Приостановить до 1 марта 2016 года действие подпункта 2) пункта 2 статьи 110 настоящего
подпункта 4) пункта 3 статьи 111,111,z111,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z111_3_4"">подпункта 4)</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z111"">пункта 3</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z111"">статьи 111</a>",7. Приостановить до 1 марта 2016 года действие подпункта 4) пункта 3 статьи 111 настоящего
пунктов 1 и 2 статьи 118,118,z118,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z118"">пунктов 1 и 2 статьи 118</a>",8. Приостановить до 1 января 2017 года действие пунктов 1 и 2 статьи 118 настоящего Кодекса
статьи 119,119,z119h,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z119h"">статьи 119</a>","9. Приостановить до 1 января 2017 года действие статьи 119 настоящего Кодекса, установив, ч"
пункта 2 статьи 122,122,z122,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z122"">пункта 2 статьи 122</a>","10. Приостановить до 1 января 2017 года действие пункта 2 статьи 122 настоящего Кодекса, ус"
статьи 124-5,124,z124,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z124"">статьи 124-5</a>",статьи 124-5 действуют до 1 января 2025 года.
пункта 54) статьи 138,138,z138,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z138"">пункта 54) статьи 138</a>",11. Приостановить до 1 января 2017 года действие подпункта 54) статьи 138 настоящего Кодекс
пункта 3 статьи 193,193,z193,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z193"">пункта 3 статьи 193</a>","12. Приостановить до 1 января 2017 года действие пункта 3 статьи 193 настоящего Кодекса, ус"
пункта 4 статьи 193,193,z193,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z193"">пункта 4 статьи 193</a>",13. Приостановить на период с 1 марта 2016 года до 1 января 2017 года действие части второй
части первой,324_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z1215"">части первой</a>","""Ограничения, предусмотренные подпунктами 1) и 2) части первой настоящего пункта, не распро"
подпункта 1) пункта 2 статьи 241,241,z241,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z241_2_1"">подпункта 1)</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z241"">пункта 2</a> <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z241"">статьи 241</a>",14. Приостановить до 1 января 2017 года действие подпункта 1) пункта 2 статьи 241 настоящег
статьи 129,129,z129,"<a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z129"">статьи 129</a>",6 статьи 129 настоящего Кодекса.
"подпунктах 2), 4) и 5)",124-5,z124-5_1_2,"
      полугодовую информацию об использовании средств по покупке и (или) передаче электрической энергии, товарного газа, учтенных в предельной цене, с приложением подтверждающих материалов не позднее двадцать пятого числа месяца, следующего за отчетным полугодием, за исключением субъектов общественно значимых рынков, указанных в <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z124-5_1_2"">подпунктах 2)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z124-5_1_4"">4)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z124-5_1_5"">5)</a> ",
"подпунктах 1), 2) и 5)",129,z2549," (за исключением контроля на акцизных постах), <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z2549"">подпунктах 1)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z2553"">2)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z2556"">5)</a> ",
подпункта 3),141,z2640," настоящего пункта, а также <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z2640"">подпункта 3)</a> ",
"подпунктами 2-1), 3), 4), 5), 6), 7) и 8)",144,z3141,"
      6) проводить профилактический контроль с посещением субъекта (объекта) контроля и надзора и (или) проверку субъекта (объекта) контроля и надзора, в отношении которого ранее проводились профилактический контроль с посещением субъекта (объекта) контроля и надзора и (или) проверки его вышестоящим (нижестоящим) органом либо иным государственным органом по одному и тому же вопросу за один и тот же период, за исключением случаев, предусмотренных <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z3141"">подпунктами 2-1)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z2669"">3)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z2670"">4)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z2671"">5)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z2672"">6)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z2673"">7)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z2674"">8)</a> ",
подпунктом 2),144,z2668,"
      В этом случае проведение внеплановой проверки в соответствии с <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z2668"">подпунктом 2)</a> ",
"подпунктами 3), 4), 5), 6), 7) и 8)",144,z2669,"
      назначения органом контроля и надзора профилактического контроля с посещением субъекта (объекта) контроля и надзора и (или) проверки субъекта (объекта) контроля и надзора, в отношении которого ранее проводились профилактический контроль с посещением субъекта (объекта) контроля и надзора и (или) проверка по одному и тому же вопросу за один и тот же период, за исключением случаев, предусмотренных <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z2669"">подпунктами 3)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z2670"">4)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z2671"">5)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z2672"">6)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z2673"">7)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z2674"">8)</a> ",
подпункте 3),169-1,z1709,"
      4. Организаторы закупок товаров, за исключением закупок, проводимых в электронной форме, и недропользователей, указанных в <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z1709"">подпункте 3)</a> ",
подпункте 3),169-1,z1709,"
      5. Уполномоченные государственные органы и (или) уполномоченные организации, получающие от недропользователей, указанных в <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z1709"">подпункте 3)</a> ",
подпунктами 6) и 7),196,z196_3_6,"
      11. При регулировании экономической концентрации, а также выявлении признаков антиконкурентных соглашений и согласованных действий, злоупотребления доминирующим или монопольным положением в целях определения доли (долей) доминирования субъекта (субъектов) рынка проводится анализ состояния конкуренции на товарных рынках, не включающий этапы, предусмотренные <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z196_3_6"">подпунктами 6)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z196_3_7"">7)</a> ",
подпунктами 1) и 2),196,z196_3_1,"
      Анализ с целью установления целесообразности присутствия государства в предпринимательской среде проводится на основании этапов, предусмотренных <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z196_3_1"">подпунктами 1)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z196_3_2"">2)</a> ",
подпункте 1),174,z174_1,"
      1. При наличии признаков недобросовестной конкуренции, злоупотребления доминирующим или монопольным положением, за исключением признаков, указанных в <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z174_1"">подпункте 1)</a> ",
"подпунктах 1), 2) и 3)",201,z201_1_1,"
      1. В целях предотвращения возникновения монопольного положения и (или) ограничения конкуренции необходимо предварительное согласие антимонопольного органа на осуществление субъектами рынка сделок (действий), указанных в <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201_1_1"">подпунктах 1)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201_1_2"">2)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201_1_3"">3)</a> ",
подпунктами 1) и 3),201,z201_1_1,"
      5. Государственная регистрация, перерегистрация субъектов рынка, прав на недвижимое имущество в случаях, предусмотренных <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201_1_1"">подпунктами 1)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201_1_3"">3)</a> ",
"подпунктах 1), 2) и 3)",201,z201_1_1,"
      3. Согласие антимонопольного органа на осуществление сделок (действий), указанных в <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201_1_1"">подпунктах 1)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201_1_2"">2)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201_1_3"">3)</a> ",
подпунктах 4) и 5),201,z201_1_4," настоящей статьи, либо его уведомление о сделках, указанных в <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201_1_4"">подпунктах 4)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201_1_5"">5)</a> ",
подпунктами 1) и 2),201,z201_1_1,"
      8. В случае осуществления сделок, предусмотренных <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201_1_1"">подпунктами 1)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201_1_2"">2)</a> ",
"подпунктами 3), 4) и 5)",201,z201_1_3,"
      В случае осуществления сделок, предусмотренных <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201_1_3"">подпунктами 3)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201_1_4"">4)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201_1_5"">5)</a> ",
подпунктом 2),201,z201_1_2,"
      2) по приобретателю и по каждому субъекту рынка, входящему с приобретателем в одну группу лиц, осуществляющему производство, реализацию, экспорт и импорт в Республику Казахстан товаров, аналогичных товарам или взаимозаменяемым товарам, производимым, реализуемым, экспортируемым и импортируемым субъектом рынка, в отношении которого совершаются действия, предусмотренные <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201_1_2"">подпунктом 2)</a> ",
подпунктом 4),201,z201_1_4,"
      2) по приобретателю и каждому субъекту рынка, входящему с приобретателем в одну группу лиц, осуществляющих производство, реализацию, экспорт и импорт в Республику Казахстан товаров, аналогичных товарам или взаимозаменяемым товарам, производимым, реализуемым, экспортируемым и импортируемым субъектом рынка, в отношении которого совершаются действия, предусмотренные <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201_1_4"">подпунктом 4)</a> ",
подпунктом 3),201,z201_1_3,"
      3. Перечень документов и сведений, необходимых для направления (подачи) уведомления (ходатайства) в антимонопольный орган о совершенной (планируемой) экономической концентрации, предусмотренной <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201_1_3"">подпунктом 3)</a> ",
подпунктом 3),201,z201_1_3,"
      2) по приобретателю и по каждому субъекту рынка, входящему с приобретателем в одну группу лиц, осуществляющим производство, реализацию, экспорт и импорт в Республику Казахстан товаров, аналогичных товарам или взаимозаменяемым товарам, для выпуска которых приобретаемое имущество использовалось субъектом рынка, в отношении которого совершаются действия, предусмотренные <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z201_1_3"">подпунктом 3)</a> ",
подпунктом 1),222,z222_1_1,"
      1) в случаях, предусмотренных <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z222_1_1"">подпунктом 1)</a> ",
подпунктом 2),222,z222_1_2,"
      2) в случае, предусмотренном <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z222_1_2"">подпунктом 2)</a> ",
подпунктом 3),222,z222_1_3,"
      3) в случае, предусмотренном <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z222_1_3"">подпунктом 3)</a> ",
подпунктом 4),222,z222_1_4,"
      4) в случаях, предусмотренных <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z222_1_4"">подпунктом 4)</a> ",
подпункте 1),311,z311_1_1,"
      2. Уполномоченный по защите прав предпринимателей Казахстана в течение десяти календарных дней рассматривает обращения заявителей на предмет соответствия требованиям, установленным в <a href=""http://85.202.192.66:9096/rus/docs/K1500000375#z311_1_1"">подпункте 1)</a> ",
