original,article,anchor,link,context
части первой,388_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z4161"">части первой</a>","На правоотношения, предусмотренные подпунктами 5) и 6) части первой настоящего пункта, не р"
пункта 1 настоящей статьи,388_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z4161"">пункта 1</a> настоящей статьи",5. Размеры денежных выплат оператора расширенных обязательств производителей (импортеров) з
пункта 1 настоящей статьи,390_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z4214"">пункта 1</a> настоящей статьи",2. Требования пункта 1 настоящей статьи в части исчисления утилизационного платежа не распр
пункте 8 настоящей статьи,405_p8,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z4410"">пункте 8</a> настоящей статьи","9. В нормативных правовых актах, перечисленных в пункте 8 настоящей статьи, указываются:"
части второй,418_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z4478"">части второй</a>","Общие годовые лимиты выбросов, сбросов и захоронения отходов, которые обосновываются в прое"
частью третьей,418_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z4479"">частью третьей</a>",4. Требования настоящего Кодекса об обязательном наличии комплексного экологического разреш
пунктами 5 и 8 настоящей статьи,418_multi,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z4484"">пунктами 5</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z4492"">8</a> настоящей статьи","В отношении объектов I категории, указанных в части первой настоящего пункта, обязательным"
частью третьей,418_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z4479"">частью третьей</a>","В отношении объектов I категории, указанных в части первой настоящего пункта, обязательным"
части первой,418_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z4476"">части первой</a>","В отношении объектов I категории, указанных в части первой настоящего пункта, обязательным"
части первой,418_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z4476"">части первой</a>","Получение комплексного экологического разрешения является обязательным для объектов, указан"
частью второй,418_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z4478"">частью второй</a>","Комплексные экологические разрешения, выданные в соответствии с частью второй настоящего пу"
пунктом 3 настоящей статьи,418_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z4479"">пунктом 3</a> настоящей статьи","9. Операторы объектов, введенных в эксплуатацию до 1 июля 2021 года и отнесенных в соответс"
пунктом 3 настоящей статьи,418_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z4479"">пунктом 3</a> настоящей статьи","10. Действие разрешений на эмиссии в окружающую среду, нормативов эмиссий, полученных опера"
пункта 2 статьи 119,119,z1511,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1511"">пункта 2 статьи 119</a>","части первой пункта 2 статьи 119 настоящего Кодекса, применяются с учетом предусмотренных в програм"
частью первой,418_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z4476"">частью первой</a>",На период осуществления мероприятий по выводу объектов I или II категории из эксплуатации в
пункта 5 статьи 22,22,z222,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z222"">пункта 5 статьи 22</a>",пункта 5 статьи 22 настоящего Кодекса уполномоченный орган в области охраны окружающей среды утверж
статьи 147,147,z1772,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1772"">статьи 147</a>","статьи 147 настоящего Кодекса, начинается с 1 июля 2026 года."
статьи 353,353,z3790,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3790"">статьи 353</a>",статьи 353 настоящего Кодекса в части учета расстояния от границы полигона до жилых и рекреационных
статьи 238,238,z2745,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z2745"">статьи 238</a>","статьи 238 настоящего Кодекса в части запрета размещения в населенных пунктах, расположения относит"
статьи 336,336,z3548,"<a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3548"">статьи 336</a>",статьи 336 настоящего Кодекса до 31 декабря 2021 года.
"подпунктах 1), 2), 3) и 11)",60,z708,"
      3) в отношении информации, указанной в <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z708"">подпунктах 1)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z709"">2)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z710"">3)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z718"">11)</a> ",
подпунктах 5) – 16),60,z712,"
      7. Информация по стратегической экологической оценке, указанная в <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z712"">подпунктах 5)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z723"">16)</a> ",
подпункте 2),73,z5192,"3. Подведомственная организация уполномоченного органа в области охраны окружающей среды и местные исполнительные органы соответствующих административно-территориальных единиц после получения документов, указанных в <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z5192"">подпункте 2)</a> ",
подпунктах 1) и 2),80,z1027,"
      3. Основания, указанные в <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1027"">подпунктах 1)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1028"">2)</a> ",
подпунктах 1) и 2),80,z1027,"
      По мере появления дополнительной информации основания, перечисленные в <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1027"">подпунктах 1)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1028"">2)</a> ",
подпунктах 1) и 2),80,z1027,"
      Уполномоченный орган в области охраны окружающей среды проверяет наличие оснований, перечисленных в <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1027"">подпунктах 1)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1028"">2)</a> ",
подпунктах 2) и 3),81,z1044,"
      3. Документы и (или) информация, перечисленные в <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1044"">подпунктах 2)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1053"">3)</a> ",
подпунктом 2),108,z1330,"
      В случае переоформления экологического разрешения по основанию, предусмотренному <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1330"">подпунктом 2)</a> ",
подпунктах 1) – 5),115,z1473,"
      4. В течение двадцати пяти рабочих дней с даты получения заявления заинтересованные государственные органы, указанные в <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1473"">подпунктах 1)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1478"">5)</a> ",
подпункту 2),118,z1502,"
      2) в течение трех месяцев с даты утверждения нового заключения по наилучшим доступным техникам по соответствующим областям их применения согласно <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1502"">подпункту 2)</a> ",
подпунктах 1) и 4),161,z1972,"
      2. Организация видов специального мониторинга, указанных в <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1972"">подпунктах 1)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z1975"">4)</a> ",
подпунктом 5),290,z3184,"
      10. Углеродные единицы, включенные в категорию резерва, указанную в соответствии с <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3184"">подпунктом 5)</a> ",
"подпунктах 6), 10), 11), 12), 13), 14), 15), 16) и 17)",351,z3727,"
      3. На полигонах твердых бытовых отходов должна быть предусмотрена обязательная сортировка отходов по видам, указанным в <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3727"">подпунктах 6)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3731"">10)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3732"">11)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3733"">12)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3734"">13)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3735"">14)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3736"">15)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3737"">16)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3738"">17)</a> ",
подпунктами 1) – 3),366,z3948,"
      4. Местные исполнительные органы областей, городов республиканского значения и столицы в соответствии с <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3948"">подпунктами 1)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3950"">3)</a> ",
подпунктом 3),366,z3950,"
      6. Оператор расширенных обязательств производителей (импортеров) в соответствии с <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3950"">подпунктом 3)</a> ",
подпункте 2),384,z4123,"
      3. Документация, указанная в <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z4123"">подпункте 2)</a> ",
подпунктах 1) и 3),384,z4122,"
      4. Документация, указанная в <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z4122"">подпунктах 1)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z4124"">3)</a> ",
подпунктом 1),386,z4139,"
      3. Предусмотренный <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z4139"">подпунктом 1)</a> ",
подпунктом 2),386,z4140,"
      5. В случае использования способа, предусмотренного <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z4140"">подпунктом 2)</a> ",
подпунктов 1) и 2),353,z3792,"
      17. В отношении действующих полигонов захоронения отходов металлургического передела, по которым до 1 июля 2021 года выданы положительные заключения государственной экологической экспертизы, применение требований <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3792"">подпунктов 1)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z3793"">2)</a> ",
"подпунктов 1), 2), 3) и 5)",238,z2764,"
      В отношении действующих объектов складирования отходов горнодобывающей промышленности, мест накопления и полигонов захоронения отходов металлургического передела, по которым до 1 июля 2021 года выданы положительные заключения государственной экологической экспертизы, применение требований <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z2764"">подпунктов 1)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z2765"">2)</a>, <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z2766"">3)</a> и <a href=""http://85.202.192.66:9096/rus/docs/K2100000400#z2768"">5)</a> ",
