original,article,anchor,link,context
пункта 1 статьи 447,447,z7518,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z7518"">пункта 1 статьи 447</a>",пункта 1 статьи 447 настоящего Кодекса:
пункта 1 настоящей статьи,509_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z8690"">пункта 1</a> настоящей статьи","части первой пункта 1 настоящей статьи, используемых в производстве сельскохозяйственной техники, в"
пункта 1 статьи 447,447,z7518,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z7518"">пункта 1 статьи 447</a>","пункта 1 статьи 447 настоящего Кодекса, одновременно с заявлением о ввозе товаров и уплате косвенны"
статьи 530,530,z9033,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9033"">статьи 530</a>",статьи 530 настоящего Кодекса;
пункта 1 настоящей статьи,509_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z8690"">пункта 1</a> настоящей статьи","части первой пункта 1 настоящей статьи, и (или) реализация мяса и мясных продуктов, полученных в ре"
главы 10,ch10,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z1957"">главы 10</a>",главы 10 настоящего Кодекса;
главы 10,ch10,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z1957"">главы 10</a>",главы 10 настоящего Кодекса;
главы 10,ch10,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z1957"">главы 10</a>",главы 10 настоящего Кодекса.
статьи 496,496,z8524,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z8524"">статьи 496</a>",статьи 496 настоящего Кодекса;
подпункте 3) пункта 1 статьи 439,439,z7412,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z7429"">подпункте 3)</a> <a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z7413"">пункта 1</a> <a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z7412"">статьи 439</a>","после выполнения требований, указанных в подпункте 3) пункта 1 статьи 439 настоящего Кодекса."
статьи 503,503,z8609,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z8609"">статьи 503</a>","статьи 503 настоящего Кодекса, применяемой к размеру облагаемого импорта."
пункта 1 статьи 447,447,z7518,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z7518"">пункта 1 статьи 447</a>",пункта 1 статьи 447 настоящего Кодекса;
статьи 452,452,z7554,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z7554"">статьи 452</a>","статьи 452 настоящего Кодекса, если на основании"
статьи 515,515,z8790,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z8790"">статьи 515</a>","статьи 515 настоящего Кодекса местом реализации работ, услуг признается Республика Казахстан."
статьи 525,525,z8971,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z8971"">статьи 525</a>",статьи 525 настоящего Кодекса).
статьи 468,468,z7870,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z7870"">статьи 468</a>",статьи 468 настоящего Кодекса.
пункта 6 настоящей статьи,514_p6,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z8784"">пункта 6</a> настоящей статьи",пункта 6 настоящей статьи.
статьи 459,459,z7654,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z7654"">статьи 459</a>",статьи 459 настоящего Кодекса.
части второй,516_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z8818"">части второй</a>","части второй настоящего пункта, датой принятия на учет импортированных товаров признается наиболее"
части второй,516_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z8818"">части второй</a>",части второй настоящего пункта.
части второй,516_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z8818"">части второй</a>",части второй настоящего пункта.
статьи 511,511,z8734,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z8734"">статьи 511</a>","статьи 511 настоящего Кодекса, а также в случае расторжения договора лизинга после истечения трех л"
статьи 503,503,z8609,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z8609"">статьи 503</a>","статьи 503 настоящего Кодекса, в срок, предусмотренный"
частью шестой,518_p6,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z8866"">частью шестой</a>","При выявлении налоговым органом несоблюдения налогоплательщиком требования, установленного часть"
пунктом 2 настоящей статьи,518_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z8853"">пунктом 2</a> настоящей статьи","4. Размер облагаемого импорта товаров, полученных по товарообменным (бартерным) договорам (контр"
статьи 516,516,z8816,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z8816"">статьи 516</a>","статьи 516 настоящего Кодекса, без учета вознаграждения на основании принципа определения цены в це"
статьи 511,511,z8734,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z8734"">статьи 511</a>","статьи 511 настоящего Кодекса, размер облагаемого импорта на последнюю дату его совершения определя"
статьи 511,511,z8734,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z8734"">статьи 511</a>","статьи 511 настоящего Кодекса, а также в случае расторжения договора лизинга после истечения трех л"
статьи 473,473,z7968,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z7968"">статьи 473</a>","статьи 473 настоящего Кодекса, подтверждение экспорта продуктов переработки осуществляется на основ"
статьи 166,166,z2888,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z2888"">статьи 166</a>","статьи 166 настоящего Кодекса, подтверждающие поступление валютной выручки на банковские счета нало"
статьи 166,166,z2888,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z2888"">статьи 166</a>","статьи 166 настоящего Кодекса, подтверждающие поступление валютной выручки на банковские счета нало"
пункта 4 настоящей статьи,523_p4,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z8946"">пункта 4</a> настоящей статьи","пункта 4 настоящей статьи, не требуется;"
статьи 166,166,z2888,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z2888"">статьи 166</a>","статьи 166 настоящего Кодекса, подтверждающие поступление валютной выручки на банковские счета нало"
статьи 503,503,z8609,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z8609"">статьи 503</a>",статьи 503 настоящего Кодекса.
статьи 503,503,z8609,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z8609"">статьи 503</a>","статьи 503 настоящего Кодекса, за исключением случаев, установленных"
статьи 473,473,z7968,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z7968"">статьи 473</a>",статьи 473 и
статьи 521,521,z8880,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z8880"">статьи 521</a>",статьи 521 настоящего Кодекса.
статьи 515,515,z8790,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z8790"">статьи 515</a>",статьи 515 настоящего Кодекса.
пункта 1 статьи 479,479,z8129,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z8129"">пункта 1 статьи 479</a>",пункта 1 статьи 479 настоящего Кодекса.
статьи 518,518,z8851,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z8851"">статьи 518</a>","статьи 518 настоящего Кодекса. При этом суммы налога на добавленную стоимость, начисленные (исчисле"
главы 20,ch20,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z3520"">главы 20</a>","главы 20 настоящего Кодекса, если иное не установлено настоящей статьей."
статьи 207,207,z3646,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z3646"">статьи 207</a>","статьи 207 настоящего Кодекса, а также отражать:"
главы 20,ch20,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z3520"">главы 20</a>",главы 20 настоящего Кодекса.
статьи 530,530,z9033,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9033"">статьи 530</a>",статьи 530 настоящего Кодекса.
статьи 207,207,z3646,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z3646"">статьи 207</a>","статьи 207 настоящего Кодекса, стоимость товаров без учета налога на добавленную стоимость, а также"
статьи 528,528,z9009,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9009"">статьи 528</a>","статьи 528 настоящего Кодекса), представленное налогоплательщику Республики Казахстан налогоплатель"
части второй,530_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9035"">части второй</a>",части второй настоящего пункта;
статьи 528,528,z9009,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9009"">статьи 528</a>","статьи 528 настоящего Кодекса, за исключением случаев, когда налог на добавленную стоимость уплачив"
части второй,530_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9035"">части второй</a>","части второй настоящего пункта, представляются документы, подтверждающие получение (либо приобретен"
части второй,530_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9035"">части второй</a>","части второй настоящего пункта, могут быть представлены в копиях, заверенных подписями руководителя"
части второй,530_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9035"">части второй</a>",части второй настоящего пункта. В последующем налогоплательщик представляет в налоговый орган не по
части второй,530_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9035"">части второй</a>",части второй настоящего пункта.
части второй,530_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9035"">части второй</a>",части второй настоящего пункта. При этом налогоплательщик в заявлении о ввозе товаров и уплате косв
части второй,530_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9035"">части второй</a>",части второй настоящего пункта.
части второй,530_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9035"">части второй</a>",части второй настоящего пункта.
статьи 525,525,z8971,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z8971"">статьи 525</a>",статьи 525 настоящего Кодекса и (или) уплатой налога на добавленную стоимость методом зачета в соот
статьи 533,533,z9105,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9105"">статьи 533</a>",статьи 533 настоящего Кодекса.
пункта 2 настоящей статьи,530_p2,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9035"">пункта 2</a> настоящей статьи","части второй пункта 2 настоящей статьи, не представляются."
статьи 518,518,z8851,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z8851"">статьи 518</a>",статьи 518 настоящего Кодекса налог на добавленную стоимость по импортированным товарам уплачиваетс
статьи 518,518,z8851,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z8851"">статьи 518</a>",статьи 518 настоящего Кодекса заявление о ввозе товаров и уплате косвенных налогов в электронной фо
пункта 1 статьи 521,521,z8880,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z8880"">пункта 1 статьи 521</a>","пункта 1 статьи 521 настоящего Кодекса, обязан уплатить налог по ставке, установленной"
статьи 503,503,z8609,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z8609"">статьи 503</a>","статьи 503 настоящего Кодекса, в срок, предусмотренный"
статьи 533,533,z9105,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9105"">статьи 533</a>",статьи 533 настоящего Кодекса.
части первой,532_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9089"">части первой</a>",части первой настоящего пункта при отзыве заявления о ввозе товаров и уплате косвенных налогов мето
пункта 3 статьи 532,532,z9088,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9088"">пункта 3 статьи 532</a>",пункта 3 статьи 532 настоящего Кодекса.
пункта 2 статьи 530,530,z9033,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9033"">пункта 2 статьи 530</a>",части второй пункта 2 статьи 530 настоящего Кодекса.
статьи 536,536,z9137,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9137"">статьи 536</a>","части первой статьи 536 настоящего Кодекса, а также приобретенные на территории Республики Казахста"
статьи 536,536,z9137,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9137"">статьи 536</a>",части первой статьи 536 настоящего Кодекса.
статьи 536,536,z9137,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9137"">статьи 536</a>","части первой статьи 536 настоящего Кодекса, и по которым акциз на территории Республики Казахстан р"
статьи 536,536,z9137,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9137"">статьи 536</a>","части первой статьи 536 настоящего Кодекса, за исключением импорта подакцизных товаров, по которым"
статьи 536,536,z9137,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9137"">статьи 536</a>","части первой статьи 536 настоящего Кодекса, на территорию Республики Казахстан с территории государ"
статьи 536,536,z9137,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9137"">статьи 536</a>",части первой статьи 536 настоящего Кодекса.
статьи 536,536,z9137,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9137"">статьи 536</a>",части первой статьи 536 настоящего Кодекса.
статьи 536,536,z9137,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9137"">статьи 536</a>","части первой статьи 536 настоящего Кодекса, устанавливаются в процентах к их стоимости, определяемо"
статьи 536,536,z9137,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9137"">статьи 536</a>",статьи 536 настоящего Кодекса:
статьи 536,536,z9137,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9137"">статьи 536</a>","части первой статьи 536 настоящего Кодекса, для целей применения ставок, установленных строками 24,"
статьи 518,518,z8851,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z8851"">статьи 518</a>",статьи 518 настоящего Кодекса;
статьи 536,536,z9137,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9137"">статьи 536</a>","части первой статьи 536 настоящего Кодекса, утверждаемые Правительством Республики Казахстан."
статьи 536,536,z9137,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9137"">статьи 536</a>","части первой статьи 536 настоящего Кодекса, на территории Республики Казахстан."
статьи 175,175,z3064,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z3064"">статьи 175</a>","статьи 175 настоящего Кодекса, подлежащие перемаркировке учетно-контрольными марками нового образца"
статьи 536,536,z9137,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9137"">статьи 536</a>","статьи 536 настоящего Кодекса, являющихся продуктом переработки давальческих сырья и материалов, в"
статьи 536,536,z9137,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9137"">статьи 536</a>","статьи 536 настоящего Кодекса, являющихся продуктом переработки давальческого сырья, датой совершен"
статьи 536,536,z9137,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9137"">статьи 536</a>","части первой статьи 536 настоящего Кодекса, датой совершения операции является дата ввоза таких тов"
статьи 536,536,z9137,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9137"">статьи 536</a>","части первой статьи 536 настоящего Кодекса, датой совершения операции является дата регистрации тра"
статьи 536,536,z9137,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9137"">статьи 536</a>","части первой статьи 536 настоящего Кодекса, приобретенным на территории Республики Казахстан, налог"
пунктом 3 статьи 536,536,z9137,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9137"">пунктом 3 статьи 536</a>",1. В случае установления в соответствии с пунктом 3 статьи 536 настоящего Кодекса разных ставок
статьи 538,538,z9256,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9256"">статьи 538</a>",статьи 538 настоящего Кодекса налогоплательщик представляет в налоговый орган по месту нахождения о
пункта 1 статьи 521,521,z8880,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z8880"">пункта 1 статьи 521</a>",пункта 1 статьи 521 настоящего Кодекса.
пункта 1 настоящей статьи,545_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9331"">пункта 1</a> настоящей статьи","пункта 1 настоящей статьи, не требуется."
статьи 533,533,z9105,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9105"">статьи 533</a>",статьи 533 настоящего Кодекса.
статьи 536,536,z9137,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9137"">статьи 536</a>","статьи 536 настоящего Кодекса, за исключением водки, водки особой и другой алкогольной продукции с"
статьи 536,536,z9137,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9137"">статьи 536</a>",части первой статьи 536 настоящего Кодекса;
статьи 536,536,z9137,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9137"">статьи 536</a>","части первой статьи 536 настоящего Кодекса, подлежат вычету суммы акциза, уплаченного по ставкам, у"
пункта 6 статьи 537,537,z9155,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9155"">пункта 6 статьи 537</a>",пункта 6 статьи 537 настоящего Кодекса.
статьи 536,536,z9137,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9137"">статьи 536</a>","части первой статьи 536 настоящего Кодекса, за исключением вина наливом (виноматериала), пива и пив"
статьи 536,536,z9137,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9137"">статьи 536</a>","части первой статьи 536 настоящего Кодекса, производится не позднее одной из следующих дат, которая"
статьи 536,536,z9137,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9137"">статьи 536</a>","части первой статьи 536 настоящего Кодекса, с территории государств, не являющихся членами ЕАЭС, а"
статьи 536,536,z9137,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9137"">статьи 536</a>","части первой статьи 536 настоящего Кодекса, на территории Республики Казахстан уплата акциза произв"
статьи 530,530,z9033,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9033"">статьи 530</a>","статьи 530 настоящего Кодекса в срок не позднее 20 числа месяца, следующего за месяцем принятия на"
статьи 536,536,z9137,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9137"">статьи 536</a>","части первой статьи 536 настоящего Кодекса, обязаны представить в налоговый орган по месту своего н"
статьи 536,536,z9137,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9137"">статьи 536</a>","части первой статьи 536 настоящего Кодекса, на территорию Республики Казахстан с территории государ"
части первой,553_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9414"">части первой</a>","При осуществлении импорта подакцизных товаров, указанных в части первой настоящего пункта, сумма"
статьи 536,536,z9137,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9137"">статьи 536</a>","части первой статьи 536 настоящего Кодекса, производится в срок не позднее 20 числа месяца, следующ"
пункта 1 статьи 679,679,z11008,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z11008"">пункта 1 статьи 679</a>",пункта 1 статьи 679 настоящего Кодекса);
пункта 2 статьи 226,226,z3920,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z3920"">пункта 2 статьи 226</a>",пункта 2 статьи 226 настоящего Кодекса.
статьи 429,429,z7305,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z7305"">статьи 429</a>",статьи 429 настоящего Кодекса;
статьи 429,429,z7305,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z7305"">статьи 429</a>","статьи 429 настоящего Кодекса в части доходов работников, являющихся гражданами Республики Казахста"
статьи 681,681,z11118,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z11118"">статьи 681</a>",статьи 681 настоящего Кодекса.
статьи 557,557,z9471,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9471"">статьи 557</a>","статьи 557 настоящего Кодекса, к:"
статьи 556,556,z9450,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9450"">статьи 556</a>","статьи 556 настоящего Кодекса, уменьшенному на сумму исключений из объекта согласно"
статьи 556,556,z9450,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9450"">статьи 556</a>",статьи 556 настоящего Кодекса;
статьи 556,556,z9450,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9450"">статьи 556</a>","статьи 556 настоящего Кодекса, в случаях, предусмотренных данным пунктом."
статьи 556,556,z9450,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9450"">статьи 556</a>","статьи 556 настоящего Кодекса, следующих ставок:"
статьи 557,557,z9471,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9471"">статьи 557</a>","статьи 557 настоящего Кодекса, – плательщики социального налога, являющиеся крестьянскими или ферме"
статьи 557,557,z9471,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9471"">статьи 557</a>",статьи 557 настоящего Кодекса;
статьи 557,557,z9471,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9471"">статьи 557</a>","статьи 557 настоящего Кодекса, – прочие индивидуальные предприниматели или лица, занимающиеся частн"
пункта 2 статьи 357,357,z6247,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z6247"">пункта 2 статьи 357</a>","пункта 2 статьи 357 настоящего Кодекса, а также глава и (или) члены крестьянского или фермерского х"
части первой,563_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9510"">части первой</a>","части первой настоящего пункта в случаях передачи таких транспортных средств в пользование,доверите"
пункта 3 настоящей статьи,563_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9515"">пункта 3</a> настоящей статьи",части первой пункта 3 настоящей статьи применяются в течение налогового периода по одному автотранс
пункта 3 настоящей статьи,563_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9515"">пункта 3</a> настоящей статьи","части первой пункта 3 настоящей статьи, в течение налогового периода нескольких автотранспортных ср"
пункта 3 настоящей статьи,563_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9515"">пункта 3</a> настоящей статьи",части первой пункта 3 настоящей статьи такие положения:
пункта 2 статьи 357,357,z6247,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z6247"">пункта 2 статьи 357</a>","пункта 2 статьи 357 настоящего Кодекса, производят исчисление налога на транспортные средства, за и"
пункта 3 статьи 563,563,z9509,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9509"">пункта 3 статьи 563</a>","пункта 3 статьи 563 настоящего Кодекса, с правом уменьшения на 70 процентов суммы налога."
пункта 3 настоящей статьи,571_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9618"">пункта 3</a> настоящей статьи","пункта 3 настоящей статьи, являются плательщиками налога по земельным участкам, переданным в пользо"
пункта 3 статьи 590,590,z9778,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9778"">пункта 3 статьи 590</a>",пункта 3 статьи 590 настоящего Кодекса.
статьи 582,582,z9690,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9690"">статьи 582</a>",статьи 582 настоящего Кодекса.
статьи 582,582,z9690,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9690"">статьи 582</a>",статьи 582 настоящего Кодекса.
статьи 582,582,z9690,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9690"">статьи 582</a>",статьи 582 настоящего Кодекса.
статьи 582,582,z9690,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9690"">статьи 582</a>","статьи 582 настоящего Кодекса, не должно превышать 30 процентов базовой ставки."
статьи 582,582,z9690,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9690"">статьи 582</a>",статьи 582 настоящего Кодекса.
статьи 582,582,z9690,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9690"">статьи 582</a>",статьи 582 настоящего Кодекса.
статьи 582,582,z9690,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9690"">статьи 582</a>",статьи 582 настоящего Кодекса.
статьи 582,582,z9690,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9690"">статьи 582</a>",статьи 582 настоящего Кодекса.
части первой,581_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9672"">части первой</a>","Порядок выявления земельных участков, не используемых в соответствующих целях или используемых с"
части первой,582_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9691"">части первой</a>","Положения части первой настоящего пункта не распространяются на земельные участки, указанные в"
пункте 2 статьи 15,15,z248,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z248"">пункте 2 статьи 15</a>","настоящего пункта, – по земельным участкам, используемым при осуществлении видов деятельности, указ"
пункта 3 настоящей статьи,582_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9702"">пункта 3</a> настоящей статьи",пункта 3 настоящей статьи не применяются в случаях предоставления земельного участка и (или) его ча
части первой,582_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9691"">части первой</a>",При применении положений части первой настоящего пункта:
пункта 3 статьи 571,571,z9610,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9610"">пункта 3 статьи 571</a>","пункта 3 статьи 571 настоящего Кодекса, в пользование, доверительное управление или аренду части зд"
статьи 756,756,z12294,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z12294"">статьи 756</a>",статьи 756 настоящего Кодекса.
части первой,588_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9752"">части первой</a>","части первой настоящего пункта, являются плательщиками налога по объектам налогообложения, переданн"
статьи 589,589,z9768,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9768"">статьи 589</a>",статьи 589 настоящего Кодекса;
статьи 218,218,z3840,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z3840"">статьи 218</a>",статьи 218 настоящего Кодекса.
статьи 589,589,z9768,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9768"">статьи 589</a>",статьи 589 и
пункта 1 настоящей статьи,590_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9779"">пункта 1</a> настоящей статьи",пункта 1 настоящей статьи;
пункта 1 статьи 590,590,z9778,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9778"">пункта 1 статьи 590</a>","пункта 1 статьи 590 настоящего Кодекса, является среднегодовая балансовая стоимость объектов налого"
пункта 1 статьи 590,590,z9778,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9778"">пункта 1 статьи 590</a>","пункта 1 статьи 590 настоящего Кодекса, налоговая база устанавливается в размере среднегодовой сумм"
пункта 3 статьи 588,588,z9751,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9751"">пункта 3 статьи 588</a>","пункта 3 статьи 588 настоящего Кодекса, налоговая база определяется исходя из доли данных объектов"
статьи 278,278,z4846,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z4846"">статьи 278</a>",статьи 278 настоящего Кодекса;
статьи 589,589,z9768,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9768"">статьи 589</a>","статьи 589 настоящего Кодекса, на дату признания плательщиками по таким объектам."
части первой,591_p1,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9812"">части первой</a>","части первой настоящего пункта, налоговой базой по такому имуществу является его балансовая стоимос"
статьи 67,67,z1087,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z1087"">статьи 67</a>",статьи 67 настоящего Кодекса в акте приема-передачи.
пункта 3 статьи 588,588,z9751,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9751"">пункта 3 статьи 588</a>",пункта 3 статьи 588 настоящего Кодекса недропользователь не является плательщиком налога на имущест
статьи 757,757,z12299,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z12299"">статьи 757</a>",статьи 757 настоящего Кодекса.
пункта 3 настоящей статьи,592_p3,?,"<a href=""http://85.202.192.66:9096/rus/docs/K2500000214#z9842"">пункта 3</a> настоящей статьи",пункта 3 настоящей статьи.
